Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Sin-APnd_012-Ex1-5A-lcwgs-1-2.clmp.fp2_r1_screen	453740.0	348564.0	71637.0	43819.0	20863.0	9925.0	4609.0	1870.0	40.0	0.0	0.0	1854861.0	46487053.0
Sin-APnd_012-Ex1-5A-lcwgs-1-2.clmp.fp2_r2_screen	454784.0	346497.0	71030.0	43586.0	20674.0	9710.0	4511.0	1860.0	33.0	0.0	0.0	1862173.0	46482123.0
Sin-APnd_013-Ex1-5B-lcwgs-1-2.clmp.fp2_r1_screen	437810.0	275171.0	162375.0	39717.0	18100.0	7620.0	3584.0	1559.0	26.0	0.0	0.0	1670463.0	39996346.0
Sin-APnd_013-Ex1-5B-lcwgs-1-2.clmp.fp2_r2_screen	439363.0	274897.0	161881.0	40140.0	17891.0	7564.0	3646.0	1484.0	32.0	0.0	0.0	1682310.0	39983563.0
Sin-APnd_014-Ex1-5C-lcwgs-1-2.clmp.fp2_r1_screen	302968.0	283678.0	40585.0	28605.0	13360.0	5786.0	2957.0	1169.0	20.0	0.0	0.0	1217542.0	34437989.0
Sin-APnd_014-Ex1-5C-lcwgs-1-2.clmp.fp2_r2_screen	304963.0	282669.0	40805.0	28905.0	13079.0	5630.0	2956.0	1195.0	43.0	0.0	0.0	1223692.0	34430722.0
Sin-APnd_015-Ex1-5D-lcwgs-1-2.clmp.fp2_r1_screen	287076.0	227913.0	36252.0	27921.0	14137.0	5547.0	3092.0	1293.0	23.0	0.0	0.0	1150690.0	34040823.0
Sin-APnd_015-Ex1-5D-lcwgs-1-2.clmp.fp2_r2_screen	289120.0	226913.0	35979.0	28058.0	14084.0	5754.0	2970.0	1294.0	18.0	0.0	0.0	1156913.0	34033664.0
Sin-APnd_016-Ex1-5E-lcwgs-1-2.clmp.fp2_r1_screen	393616.0	284787.0	50942.0	38449.0	17159.0	7145.0	3758.0	1414.0	17.0	0.0	0.0	1471673.0	37191204.0
Sin-APnd_016-Ex1-5E-lcwgs-1-2.clmp.fp2_r2_screen	395143.0	283921.0	50415.0	38617.0	16968.0	7179.0	3680.0	1427.0	25.0	0.0	0.0	1483423.0	37179366.0
Sin-APnd_017-Ex1-5F-lcwgs-1-2.clmp.fp2_r1_screen	268164.0	428026.0	37520.0	26609.0	12065.0	5343.0	2604.0	1224.0	17.0	0.0	0.0	1083741.0	31149069.0
Sin-APnd_017-Ex1-5F-lcwgs-1-2.clmp.fp2_r2_screen	269083.0	426563.0	37361.0	26570.0	11917.0	5203.0	2587.0	1122.0	50.0	0.0	0.0	1091460.0	31142466.0
Sin-APnd_018-Ex1-5G-lcwgs-1-2.clmp.fp2_r1_screen	325928.0	170989.0	40433.0	31148.0	14730.0	5731.0	3140.0	1107.0	22.0	0.0	0.0	1119308.0	32333890.0
Sin-APnd_018-Ex1-5G-lcwgs-1-2.clmp.fp2_r2_screen	325928.0	170662.0	40230.0	31734.0	14578.0	5835.0	3000.0	1103.0	16.0	1.0	0.0	1126258.0	32327081.0
Sin-APnd_019-Ex1-5H-lcwgs-1-2.clmp.fp2_r1_screen	421161.0	284315.0	53017.0	39645.0	18562.0	7951.0	3730.0	1474.0	23.0	1.0	0.0	1642027.0	38589639.0
Sin-APnd_019-Ex1-5H-lcwgs-1-2.clmp.fp2_r2_screen	422283.0	283650.0	52200.0	39694.0	18415.0	7688.0	3888.0	1464.0	29.0	0.0	0.0	1650807.0	38581427.0
Sin-APnd_020-Ex1-6A-lcwgs-1-2.clmp.fp2_r1_screen	342289.0	390040.0	45331.0	31439.0	13937.0	8306.0	3387.0	1645.0	15.0	3.0	0.0	1816211.0	43884281.0
Sin-APnd_020-Ex1-6A-lcwgs-1-2.clmp.fp2_r2_screen	343740.0	388466.0	45409.0	31514.0	13930.0	8306.0	3304.0	1595.0	39.0	0.0	0.0	1820954.0	43879627.0
Sin-APnd_021-Ex1-6B-lcwgs-1-2.clmp.fp2_r1_screen	337129.0	391649.0	38384.0	30440.0	13183.0	6212.0	2655.0	1271.0	23.0	1.0	0.0	1694377.0	33163017.0
Sin-APnd_021-Ex1-6B-lcwgs-1-2.clmp.fp2_r2_screen	338447.0	390103.0	38205.0	30645.0	13076.0	6110.0	2686.0	1310.0	30.0	0.0	0.0	1698279.0	33159450.0
Sin-APnd_022-Ex1-6C-lcwgs-1-2.clmp.fp2_r1_screen	170847.0	264608.0	19125.0	15448.0	6533.0	2967.0	1419.0	611.0	10.0	1.0	0.0	745682.0	14878399.0
Sin-APnd_022-Ex1-6C-lcwgs-1-2.clmp.fp2_r2_screen	172241.0	263360.0	18773.0	15169.0	6366.0	3022.0	1350.0	630.0	29.0	0.0	0.0	744700.0	14880010.0
Sin-APnd_023-Ex1-6D-lcwgs-1-2.clmp.fp2_r1_screen	298690.0	436872.0	36619.0	28281.0	12998.0	5754.0	2748.0	1124.0	26.0	1.0	0.0	1430870.0	29626960.0
Sin-APnd_023-Ex1-6D-lcwgs-1-2.clmp.fp2_r2_screen	299812.0	434365.0	35931.0	28774.0	12748.0	5687.0	2686.0	1148.0	77.0	0.0	0.0	1442319.0	29617396.0
Sin-APnd_024-Ex1-6E-lcwgs-1-2.clmp.fp2_r1_screen	155007.0	142470.0	18782.0	14565.0	6812.0	2857.0	1371.0	574.0	17.0	0.0	0.0	606277.0	14863460.0
Sin-APnd_024-Ex1-6E-lcwgs-1-2.clmp.fp2_r2_screen	154683.0	141708.0	18624.0	14497.0	6820.0	2770.0	1395.0	612.0	35.0	0.0	0.0	610750.0	14860298.0
Sin-APnd_025-Ex1-6F-lcwgs-1-2.clmp.fp2_r1_screen	241221.0	145287.0	29043.0	23596.0	11590.0	4850.0	2656.0	959.0	13.0	0.0	0.0	859750.0	29142098.0
Sin-APnd_025-Ex1-6F-lcwgs-1-2.clmp.fp2_r2_screen	243702.0	144570.0	28636.0	23814.0	11486.0	4772.0	2720.0	1053.0	33.0	0.0	0.0	864271.0	29136006.0
Sin-CPnd_013-Ex1-4E-lcwgs-1-2.clmp.fp2_r1_screen	27.0	692.0	7.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	310.0	3374.0
Sin-CPnd_013-Ex1-4E-lcwgs-1-2.clmp.fp2_r2_screen	21.0	671.0	6.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	313.0	3396.0
Sin-CPnd_015-Ex1-4A-lcwgs-1-2.clmp.fp2_r1_screen	62.0	52.0	18.0	6.0	3.0	0.0	2.0	3.0	0.0	0.0	0.0	308.0	9916.0
Sin-CPnd_015-Ex1-4A-lcwgs-1-2.clmp.fp2_r2_screen	55.0	60.0	17.0	6.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	298.0	9927.0
Sin-CPnd_018-Ex1-11A-lcwgs-1-2.clmp.fp2_r1_screen	1311.0	718.0	198.0	131.0	59.0	33.0	12.0	29.0	0.0	0.0	0.0	5672.0	168889.0
Sin-CPnd_018-Ex1-11A-lcwgs-1-2.clmp.fp2_r2_screen	1250.0	704.0	222.0	120.0	65.0	26.0	15.0	25.0	0.0	0.0	0.0	5700.0	168925.0
Sin-CPnd_019-Ex1-1H-lcwgs-1-2.clmp.fp2_r1_screen	290.0	42.0	33.0	23.0	15.0	3.0	1.0	3.0	0.0	0.0	0.0	1054.0	49709.0
Sin-CPnd_019-Ex1-1H-lcwgs-1-2.clmp.fp2_r2_screen	280.0	50.0	51.0	28.0	13.0	4.0	0.0	3.0	0.0	0.0	0.0	1040.0	49704.0
Sin-CPnd_020-Ex1-12E-lcwgs-1-2.clmp.fp2_r1_screen	1629.0	756.0	235.0	147.0	103.0	27.0	19.0	40.0	0.0	0.0	0.0	5752.0	205230.0
Sin-CPnd_020-Ex1-12E-lcwgs-1-2.clmp.fp2_r2_screen	1580.0	754.0	228.0	122.0	86.0	21.0	16.0	42.0	0.0	0.0	0.0	5773.0	205316.0
Sin-CPnd_021-Ex1-3D-lcwgs-1-2.clmp.fp2_r1_screen	27.0	17.0	6.0	1.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	153.0	8552.0
Sin-CPnd_021-Ex1-3D-lcwgs-1-2.clmp.fp2_r2_screen	39.0	20.0	8.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	146.0	8542.0
Sin-CPnd_022-Ex1-1D-lcwgs-1-2.clmp.fp2_r1_screen	249.0	29.0	33.0	25.0	24.0	3.0	4.0	2.0	0.0	0.0	0.0	891.0	35780.0
Sin-CPnd_022-Ex1-1D-lcwgs-1-2.clmp.fp2_r2_screen	253.0	39.0	33.0	17.0	23.0	2.0	3.0	2.0	0.0	0.0	0.0	880.0	35788.0
Sin-CPnd_023-Ex1-12B-lcwgs-1-2.clmp.fp2_r1_screen	1227.0	778.0	211.0	116.0	62.0	17.0	10.0	52.0	0.0	0.0	0.0	5128.0	162808.0
Sin-CPnd_023-Ex1-12B-lcwgs-1-2.clmp.fp2_r2_screen	1200.0	801.0	231.0	136.0	60.0	16.0	11.0	42.0	0.0	0.0	0.0	5206.0	162706.0
Sin-CPnd_024-Ex1-12C-lcwgs-1-2.clmp.fp2_r1_screen	909.0	561.0	139.0	74.0	54.0	12.0	3.0	34.0	0.0	0.0	0.0	3599.0	120704.0
Sin-CPnd_024-Ex1-12C-lcwgs-1-2.clmp.fp2_r2_screen	917.0	590.0	136.0	101.0	57.0	14.0	6.0	31.0	0.0	0.0	0.0	3621.0	120616.0
Sin-CPnd_025-Ex1-3B-lcwgs-1-2.clmp.fp2_r1_screen	76.0	3.0	27.0	8.0	4.0	1.0	0.0	4.0	0.0	0.0	0.0	427.0	16423.0
Sin-CPnd_025-Ex1-3B-lcwgs-1-2.clmp.fp2_r2_screen	86.0	7.0	20.0	8.0	1.0	1.0	1.0	6.0	0.0	0.0	0.0	420.0	16423.0
Sin-CPnd_028-Ex1-12H-lcwgs-1-2.clmp.fp2_r1_screen	1798.0	668.0	267.0	160.0	96.0	28.0	17.0	51.0	0.0	0.0	0.0	7871.0	239743.0
Sin-CPnd_028-Ex1-12H-lcwgs-1-2.clmp.fp2_r2_screen	1801.0	646.0	266.0	163.0	106.0	29.0	27.0	63.0	1.0	0.0	0.0	7979.0	239618.0
Sin-CPnd_029-Ex1-4D-lcwgs-1-2.clmp.fp2_r1_screen	45.0	13.0	16.0	4.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	183.0	10226.0
Sin-CPnd_029-Ex1-4D-lcwgs-1-2.clmp.fp2_r2_screen	50.0	13.0	9.0	2.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	199.0	10213.0
Sin-CPnd_031-Ex1-3G-lcwgs-1-2.clmp.fp2_r1_screen	58.0	10.0	12.0	6.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	237.0	10874.0
Sin-CPnd_031-Ex1-3G-lcwgs-1-2.clmp.fp2_r2_screen	70.0	8.0	11.0	4.0	2.0	1.0	1.0	4.0	0.0	0.0	0.0	241.0	10862.0
Sin-CPnd_032-Ex1-3E-lcwgs-1-2.clmp.fp2_r1_screen	125.0	595.0	19.0	14.0	2.0	3.0	1.0	3.0	0.0	0.0	0.0	708.0	18557.0
Sin-CPnd_032-Ex1-3E-lcwgs-1-2.clmp.fp2_r2_screen	118.0	587.0	17.0	15.0	5.0	1.0	0.0	3.0	0.0	0.0	0.0	708.0	18573.0
Sin-CPnd_033-Ex1-1B-lcwgs-1-2.clmp.fp2_r1_screen	17.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	3844.0
Sin-CPnd_033-Ex1-1B-lcwgs-1-2.clmp.fp2_r2_screen	29.0	0.0	4.0	1.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	68.0	3826.0
Sin-CPnd_034-Ex1-3C-lcwgs-1-2.clmp.fp2_r1_screen	102.0	21.0	22.0	4.0	9.0	2.0	3.0	5.0	0.0	0.0	0.0	458.0	18572.0
Sin-CPnd_034-Ex1-3C-lcwgs-1-2.clmp.fp2_r2_screen	120.0	23.0	24.0	16.0	8.0	3.0	0.0	4.0	0.0	0.0	0.0	444.0	18556.0
Sin-CPnd_035-Ex1-12D-lcwgs-1-2.clmp.fp2_r1_screen	1506.0	726.0	232.0	152.0	97.0	27.0	16.0	56.0	0.0	0.0	0.0	6019.0	209756.0
Sin-CPnd_035-Ex1-12D-lcwgs-1-2.clmp.fp2_r2_screen	1530.0	719.0	213.0	142.0	107.0	19.0	19.0	50.0	0.0	0.0	0.0	5989.0	209799.0
Sin-CPnd_038-Ex1-11C-lcwgs-1-2.clmp.fp2_r1_screen	1286.0	762.0	185.0	129.0	85.0	21.0	18.0	26.0	0.0	0.0	0.0	5154.0	178388.0
Sin-CPnd_038-Ex1-11C-lcwgs-1-2.clmp.fp2_r2_screen	1311.0	744.0	192.0	133.0	72.0	13.0	16.0	20.0	0.0	0.0	0.0	5202.0	178351.0
Sin-CPnd_039-Ex1-10F-lcwgs-1-2.clmp.fp2_r1_screen	1529.0	684.0	214.0	156.0	96.0	31.0	14.0	31.0	0.0	0.0	0.0	6192.0	230262.0
Sin-CPnd_039-Ex1-10F-lcwgs-1-2.clmp.fp2_r2_screen	1582.0	694.0	211.0	150.0	94.0	22.0	20.0	25.0	0.0	0.0	0.0	6149.0	230262.0
Sin-CPnd_040-Ex1-11E-lcwgs-1-2.clmp.fp2_r1_screen	1344.0	832.0	230.0	137.0	80.0	18.0	14.0	30.0	0.0	0.0	0.0	5425.0	165547.0
Sin-CPnd_040-Ex1-11E-lcwgs-1-2.clmp.fp2_r2_screen	1376.0	829.0	234.0	119.0	71.0	21.0	20.0	29.0	0.0	0.0	0.0	5394.0	165564.0
Sin-CPnd_042-Ex1-10D-lcwgs-1-2.clmp.fp2_r1_screen	918.0	545.0	147.0	87.0	55.0	20.0	8.0	30.0	0.0	0.0	0.0	3630.0	120189.0
Sin-CPnd_042-Ex1-10D-lcwgs-1-2.clmp.fp2_r2_screen	932.0	557.0	140.0	81.0	65.0	15.0	11.0	23.0	0.0	0.0	0.0	3629.0	120176.0
Sin-CPnd_043-Ex1-1C-lcwgs-1-2.clmp.fp2_r1_screen	376.0	49.0	56.0	29.0	22.0	8.0	6.0	3.0	0.0	0.0	0.0	1761.0	59429.0
Sin-CPnd_043-Ex1-1C-lcwgs-1-2.clmp.fp2_r2_screen	389.0	59.0	66.0	32.0	28.0	14.0	3.0	0.0	0.0	0.0	0.0	1731.0	59417.0
Sin-CPnd_044-Ex1-2C-lcwgs-1-2.clmp.fp2_r1_screen	26.0	5.0	5.0	3.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	132.0	4385.0
Sin-CPnd_044-Ex1-2C-lcwgs-1-2.clmp.fp2_r2_screen	32.0	5.0	6.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	126.0	4384.0
Sin-CPnd_045-Ex1-11H-lcwgs-1-2.clmp.fp2_r1_screen	22412.0	5495.0	2959.0	2030.0	1294.0	411.0	295.0	127.0	2.0	0.0	0.0	87744.0	3394960.0
Sin-CPnd_045-Ex1-11H-lcwgs-1-2.clmp.fp2_r2_screen	22741.0	5556.0	2869.0	1915.0	1296.0	459.0	318.0	127.0	4.0	0.0	0.0	88540.0	3393904.0
Sin-CPnd_049-Ex1-4C-lcwgs-1-2.clmp.fp2_r1_screen	46.0	17.0	9.0	3.0	3.0	0.0	1.0	3.0	0.0	0.0	0.0	255.0	6741.0
Sin-CPnd_049-Ex1-4C-lcwgs-1-2.clmp.fp2_r2_screen	39.0	12.0	8.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	257.0	6756.0
Sin-CPnd_050-Ex1-9B-lcwgs-1-2.clmp.fp2_r1_screen	1207.0	783.0	178.0	134.0	64.0	21.0	10.0	18.0	0.0	0.0	0.0	4967.0	159240.0
Sin-CPnd_050-Ex1-9B-lcwgs-1-2.clmp.fp2_r2_screen	1197.0	787.0	201.0	121.0	66.0	21.0	12.0	15.0	0.0	0.0	0.0	4979.0	159223.0
Sin-CPnd_051-Ex1-12G-lcwgs-1-2.clmp.fp2_r1_screen	1466.0	681.0	244.0	136.0	75.0	20.0	9.0	48.0	0.0	0.0	0.0	5587.0	183504.0
Sin-CPnd_051-Ex1-12G-lcwgs-1-2.clmp.fp2_r2_screen	1464.0	690.0	240.0	143.0	83.0	28.0	18.0	53.0	0.0	0.0	0.0	5623.0	183428.0
Sin-CPnd_053-Ex1-9G-lcwgs-1-2.clmp.fp2_r1_screen	1544.0	712.0	217.0	147.0	75.0	23.0	16.0	16.0	0.0	0.0	0.0	5628.0	198473.0
Sin-CPnd_053-Ex1-9G-lcwgs-1-2.clmp.fp2_r2_screen	1590.0	716.0	212.0	145.0	73.0	23.0	13.0	21.0	0.0	0.0	0.0	5730.0	198328.0
Sin-CPnd_058-Ex1-9D-lcwgs-1-2.clmp.fp2_r1_screen	1138.0	691.0	128.0	112.0	59.0	22.0	11.0	16.0	0.0	0.0	0.0	4524.0	148765.0
Sin-CPnd_058-Ex1-9D-lcwgs-1-2.clmp.fp2_r2_screen	1151.0	670.0	141.0	117.0	60.0	20.0	7.0	13.0	0.0	0.0	0.0	4522.0	148765.0
Sin-CPnd_061-Ex1-9A-lcwgs-1-2.clmp.fp2_r1_screen	1213.0	595.0	184.0	103.0	62.0	17.0	7.0	25.0	0.0	0.0	0.0	4921.0	160554.0
Sin-CPnd_061-Ex1-9A-lcwgs-1-2.clmp.fp2_r2_screen	1206.0	573.0	178.0	101.0	62.0	8.0	17.0	27.0	0.0	0.0	0.0	4938.0	160571.0
Sin-CPnd_062-Ex1-11D-lcwgs-1-2.clmp.fp2_r1_screen	1412.0	920.0	199.0	129.0	87.0	31.0	8.0	21.0	0.0	0.0	0.0	6139.0	180984.0
Sin-CPnd_062-Ex1-11D-lcwgs-1-2.clmp.fp2_r2_screen	1427.0	914.0	199.0	154.0	76.0	26.0	16.0	26.0	0.0	0.0	0.0	6184.0	180908.0
Sin-CPnd_063-Ex1-9F-lcwgs-1-2.clmp.fp2_r1_screen	1114.0	580.0	150.0	123.0	69.0	23.0	12.0	14.0	0.0	0.0	0.0	4004.0	159369.0
Sin-CPnd_063-Ex1-9F-lcwgs-1-2.clmp.fp2_r2_screen	1095.0	596.0	138.0	101.0	75.0	17.0	9.0	19.0	0.0	0.0	0.0	3990.0	159418.0
Sin-CPnd_065-Ex1-11B-lcwgs-1-2.clmp.fp2_r1_screen	1499.0	956.0	284.0	159.0	83.0	23.0	5.0	29.0	0.0	0.0	0.0	6037.0	186501.0
Sin-CPnd_065-Ex1-11B-lcwgs-1-2.clmp.fp2_r2_screen	1535.0	923.0	259.0	140.0	63.0	25.0	7.0	30.0	1.0	0.0	0.0	6034.0	186559.0
Sin-CPnd_067-Ex1-9C-lcwgs-1-2.clmp.fp2_r1_screen	1064.0	607.0	145.0	81.0	63.0	18.0	8.0	18.0	0.0	0.0	0.0	4196.0	143540.0
Sin-CPnd_067-Ex1-9C-lcwgs-1-2.clmp.fp2_r2_screen	1054.0	590.0	145.0	101.0	72.0	19.0	10.0	13.0	0.0	0.0	0.0	4181.0	143555.0
Sin-CPnd_074-Ex1-12A-lcwgs-1-2.clmp.fp2_r1_screen	1100.0	555.0	189.0	101.0	41.0	22.0	10.0	53.0	0.0	0.0	0.0	4528.0	137778.0
Sin-CPnd_074-Ex1-12A-lcwgs-1-2.clmp.fp2_r2_screen	1088.0	550.0	181.0	84.0	41.0	25.0	7.0	44.0	0.0	0.0	0.0	4636.0	137721.0
Sin-CPnd_075-Ex1-11G-lcwgs-1-2.clmp.fp2_r1_screen	1761.0	853.0	237.0	186.0	90.0	39.0	14.0	25.0	0.0	0.0	0.0	6635.0	217397.0
Sin-CPnd_075-Ex1-11G-lcwgs-1-2.clmp.fp2_r2_screen	1856.0	861.0	257.0	177.0	92.0	28.0	16.0	30.0	0.0	0.0	0.0	6659.0	217261.0
Sin-CPnd_076-Ex1-10E-lcwgs-1-2.clmp.fp2_r1_screen	1809.0	642.0	240.0	183.0	90.0	29.0	18.0	38.0	0.0	0.0	0.0	6603.0	245679.0
Sin-CPnd_076-Ex1-10E-lcwgs-1-2.clmp.fp2_r2_screen	1816.0	628.0	266.0	176.0	99.0	31.0	21.0	38.0	0.0	0.0	0.0	6628.0	245628.0
Sin-CPnd_079-Ex1-9H-lcwgs-1-2.clmp.fp2_r1_screen	1229.0	613.0	201.0	138.0	58.0	19.0	10.0	20.0	0.0	0.0	0.0	4956.0	161216.0
Sin-CPnd_079-Ex1-9H-lcwgs-1-2.clmp.fp2_r2_screen	1285.0	597.0	186.0	130.0	65.0	14.0	17.0	12.0	1.0	0.0	0.0	4937.0	161216.0
Sin-CPnd_080-Ex1-2E-lcwgs-1-2.clmp.fp2_r1_screen	66.0	297.0	6.0	3.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	397.0	8812.0
Sin-CPnd_080-Ex1-2E-lcwgs-1-2.clmp.fp2_r2_screen	57.0	294.0	8.0	8.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	409.0	8804.0
Sin-CPnd_081-Ex1-10G-lcwgs-1-2.clmp.fp2_r1_screen	1626.0	966.0	256.0	171.0	84.0	42.0	10.0	33.0	0.0	0.0	0.0	6626.0	231895.0
Sin-CPnd_081-Ex1-10G-lcwgs-1-2.clmp.fp2_r2_screen	1601.0	978.0	227.0	158.0	81.0	42.0	25.0	32.0	0.0	0.0	0.0	6694.0	231871.0
Sin-CPnd_085-Ex1-4H-lcwgs-1-2.clmp.fp2_r1_screen	1057.0	111.0	148.0	83.0	57.0	23.0	15.0	10.0	0.0	0.0	0.0	4523.0	167150.0
Sin-CPnd_085-Ex1-4H-lcwgs-1-2.clmp.fp2_r2_screen	1104.0	114.0	136.0	89.0	69.0	24.0	14.0	14.0	0.0	0.0	0.0	4498.0	167115.0
Sin-CPnd_088-Ex1-2D-lcwgs-1-2.clmp.fp2_r1_screen	22.0	5.0	12.0	6.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	116.0	6408.0
Sin-CPnd_088-Ex1-2D-lcwgs-1-2.clmp.fp2_r2_screen	28.0	5.0	11.0	2.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	119.0	6405.0
Sin-CPnd_089-Ex1-9E-lcwgs-1-2.clmp.fp2_r1_screen	1480.0	903.0	234.0	139.0	73.0	29.0	19.0	26.0	0.0	0.0	0.0	5768.0	203314.0
Sin-CPnd_089-Ex1-9E-lcwgs-1-2.clmp.fp2_r2_screen	1505.0	905.0	225.0	148.0	75.0	36.0	16.0	24.0	1.0	0.0	0.0	5820.0	203230.0
Sin-CPnd_090-Ex1-12F-lcwgs-1-2.clmp.fp2_r1_screen	7287.0	1422.0	1141.0	668.0	536.0	136.0	95.0	88.0	0.0	0.0	0.0	29988.0	1027381.0
